listing_id,property_type,number_of_bedrooms,guest_capacity,location_score,review_score,amenities_count,host_response_time,season,minimum_stay_nights,years_as_host,cleaning_fee,cancellation_policy,nightly_rate
102352,Luxury Home,5,7,73.47,4.26,12,within an hour,shoulder,2,0.2,28.26,flexible,143.48
100077,Tiny Studio,1,1,69.58,4.04,6,within an hour,peak,1,3.0,11.65,flexible,73.69
100300,Tiny Studio,1,3,70.01,4.86,9,within an hour,peak,1,1.2,15.96,flexible,41.19
102080,Standard Apartment,2,3,48.42,2.46,3,within an hour,shoulder,2,0.9,35.57,flexible,92.43
100124,Luxury Home,3,5,87.88,4.7,9,within an hour,peak,4,2.2,36.4,moderate,306.81
102873,Standard Apartment,2,3,66.46,3.93,5,within an hour,peak,2,4.8,23.94,flexible,149.6
102729,Luxury Home,4,5,61.11,3.12,8,within an hour,peak,4,1.6,53.37,flexible,384.24
101296,Luxury Home,3,3,68.37,3.43,13,same day,peak,3,4.2,83.88,flexible,207.12
103596,Standard Apartment,2,3,71.97,4.77,6,same day,off-peak,1,1.8,16.93,flexible,160.12
101162,Luxury Home,3,4,49.05,3.8,4,same day,peak,2,0.7,63.15,flexible,271.07
101247,Luxury Home,4,5,86.9,4.85,13,same day,peak,5,1.8,20.26,flexible,288.7
103241,Luxury Home,3,5,70.59,4.49,8,>24 hours,shoulder,5,2.3,100.43,flexible,185.92
103613,Luxury Home,5,5,75.21,3.45,17,same day,shoulder,3,1.9,43.34,flexible,636.66
103655,Luxury Home,4,6,67.49,4.41,9,>24 hours,shoulder,2,1.0,61.3,strict,174.08
100382,Tiny Studio,1,3,59.87,4.24,8,within an hour,shoulder,1,0.6,12.06,flexible,194.72
100504,Luxury Home,5,5,73.48,3.94,13,same day,shoulder,3,8.8,66.03,flexible,357.3
101847,Luxury Home,3,5,69.28,4.6,10,same day,off-peak,3,1.1,50.87,flexible,132.22
103658,Luxury Home,3,5,75.2,3.95,11,within an hour,peak,2,3.7,63.37,strict,270.12
102478,Tiny Studio,1,2,46.87,3.42,3,within an hour,peak,1,1.2,25.25,moderate,79.01
101884,Standard Apartment,1,3,71.67,4.17,4,same day,off-peak,2,10.5,30.07,flexible,77.74
102967,Standard Apartment,2,2,71.2,4.2,4,within an hour,peak,1,13.3,37.67,flexible,147.95
100579,Tiny Studio,1,3,67.7,3.99,12,within an hour,peak,1,5.2,16.8,strict,86.25
101040,Standard Apartment,2,3,77.27,4.65,12,same day,peak,3,2.6,29.76,strict,116.99
102637,Standard Apartment,2,4,69.02,4.0,4,same day,peak,1,2.3,16.56,moderate,157.31
102269,Luxury Home,5,5,66.35,2.97,12,>24 hours,peak,3,1.2,66.64,moderate,455.1
102687,Standard Apartment,2,3,74.66,4.89,10,same day,peak,3,0.4,25.39,flexible,173.56
102292,Standard Apartment,1,3,58.32,3.25,6,same day,peak,1,0.2,46.18,flexible,144.98
101022,Standard Apartment,2,2,84.6,5.0,9,within an hour,peak,3,1.9,29.04,moderate,174.97
100936,Luxury Home,3,3,62.69,3.81,12,same day,peak,4,11.6,89.55,moderate,161.38
101937,Standard Apartment,1,3,41.21,2.96,3,within an hour,off-peak,3,0.9,32.1,moderate,143.38
102395,Luxury Home,5,7,63.74,4.09,9,same day,off-peak,2,1.6,83.92,flexible,176.95
101681,Luxury Home,5,6,57.3,3.34,9,within an hour,shoulder,5,3.1,44.71,strict,199.55
102212,Standard Apartment,2,4,45.08,2.57,3,within an hour,off-peak,2,1.3,35.22,flexible,179.06
103292,Tiny Studio,1,2,47.77,3.57,3,within an hour,shoulder,1,0.0,6.52,strict,113.32
100064,Standard Apartment,1,3,76.98,4.22,6,same day,off-peak,3,1.5,29.71,flexible,144.81
100516,Standard Apartment,2,2,74.29,5.0,12,>24 hours,peak,3,4.9,31.11,flexible,121.78
103860,Luxury Home,4,4,74.38,3.5,13,within an hour,off-peak,2,8.6,62.32,moderate,467.0
100666,Luxury Home,4,4,57.44,4.11,10,within an hour,off-peak,3,1.0,60.01,strict,106.44
101777,Luxury Home,5,5,70.32,4.08,14,same day,peak,5,7.6,66.03,flexible,521.79
103593,Standard Apartment,2,3,68.83,3.88,9,same day,shoulder,3,6.1,33.14,moderate,172.83
101849,Luxury Home,3,3,63.86,4.28,7,within an hour,off-peak,2,1.6,44.94,strict,173.84
101158,Luxury Home,5,6,57.82,3.4,5,within an hour,peak,3,0.0,51.99,flexible,450.58
103091,Standard Apartment,2,3,58.2,3.56,8,within an hour,shoulder,2,5.6,27.98,flexible,50.39
101410,Luxury Home,4,5,64.65,4.43,8,same day,peak,5,1.0,43.79,flexible,322.57
103897,Standard Apartment,1,3,77.73,4.56,8,within an hour,peak,3,4.2,25.36,moderate,222.19
100237,Standard Apartment,1,2,63.69,3.36,5,within an hour,peak,3,2.5,19.54,moderate,226.72
103252,Standard Apartment,2,4,59.89,3.57,9,within an hour,shoulder,3,0.8,45.79,flexible,193.26
103306,Standard Apartment,2,3,59.85,3.64,4,same day,shoulder,2,3.1,38.05,strict,45.27
102085,Standard Apartment,2,4,76.1,4.59,7,>24 hours,off-peak,3,4.3,33.6,flexible,171.08
101045,Luxury Home,4,6,52.54,3.48,7,>24 hours,shoulder,4,1.9,74.52,flexible,241.14
103813,Standard Apartment,2,2,76.38,4.27,10,same day,peak,2,4.1,29.26,flexible,333.06
100070,Tiny Studio,1,2,66.8,4.32,4,same day,peak,1,1.6,6.36,moderate,111.6
102929,Luxury Home,3,5,60.5,3.6,9,within an hour,off-peak,5,11.8,46.53,flexible,125.74
100317,Luxury Home,5,5,45.65,4.3,9,same day,shoulder,2,0.8,63.89,flexible,243.47
102164,Tiny Studio,1,2,56.27,3.05,7,within an hour,off-peak,1,4.5,6.48,strict,70.5
103635,Standard Apartment,2,2,90.19,4.1,11,same day,peak,2,4.2,31.37,flexible,192.58
102362,Standard Apartment,2,4,82.41,3.47,12,>24 hours,shoulder,3,2.3,30.78,moderate,90.79
103200,Standard Apartment,1,1,77.6,4.35,9,same day,peak,3,1.3,22.83,moderate,270.43
102011,Luxury Home,5,5,79.27,4.53,14,same day,peak,4,1.8,59.75,flexible,314.48
102909,Standard Apartment,2,3,60.27,3.59,9,same day,off-peak,2,3.0,36.04,flexible,30.0
103878,Standard Apartment,1,3,73.04,3.66,8,>24 hours,shoulder,3,2.3,33.96,strict,213.59
102788,Luxury Home,5,6,56.84,3.09,11,within an hour,peak,5,4.3,69.37,strict,898.15
101160,Standard Apartment,1,2,78.09,5.0,6,same day,off-peak,3,1.3,23.07,strict,65.41
100987,Standard Apartment,2,2,64.63,3.63,3,within an hour,shoulder,1,0.3,36.66,flexible,44.33
103465,Standard Apartment,2,4,71.47,4.04,11,same day,peak,1,2.1,27.34,moderate,103.2
103968,Luxury Home,4,5,79.28,5.0,14,within an hour,off-peak,2,0.9,19.74,strict,69.24
102655,Standard Apartment,1,3,88.07,4.37,8,within an hour,peak,2,2.9,20.36,moderate,232.58
100080,Standard Apartment,2,3,69.82,3.42,7,same day,off-peak,1,2.2,28.08,strict,61.92
102579,Standard Apartment,1,1,77.82,3.86,6,within an hour,off-peak,3,4.5,26.26,flexible,69.3
103058,Standard Apartment,1,2,92.16,4.26,12,within an hour,peak,1,2.6,27.84,moderate,142.03
102894,Luxury Home,4,5,61.92,3.28,10,same day,shoulder,3,1.7,61.41,moderate,406.46
103903,Standard Apartment,2,3,49.68,3.19,6,same day,peak,2,0.4,11.55,strict,129.05
100423,Standard Apartment,2,4,50.37,4.64,4,within an hour,peak,2,0.4,35.69,strict,103.53
103064,Luxury Home,3,3,82.95,3.64,10,same day,off-peak,2,3.1,41.51,flexible,59.14
100116,Standard Apartment,1,3,49.74,2.69,3,same day,peak,3,6.4,25.37,flexible,170.19
103343,Standard Apartment,2,3,73.31,4.03,9,same day,peak,1,1.6,32.87,flexible,112.72
102573,Standard Apartment,1,1,78.03,4.09,8,same day,shoulder,3,2.3,28.34,moderate,97.96
100214,Luxury Home,5,7,74.23,4.39,13,within an hour,shoulder,4,2.7,64.62,moderate,417.19
102430,Standard Apartment,2,3,73.45,3.85,9,within an hour,shoulder,3,1.9,23.89,flexible,68.33
102041,Tiny Studio,1,1,69.08,3.63,8,within an hour,off-peak,1,0.2,11.9,strict,41.38
101829,Standard Apartment,2,2,91.2,5.0,12,within an hour,shoulder,3,2.7,32.5,moderate,78.31
103953,Tiny Studio,1,2,64.44,2.91,3,within an hour,off-peak,1,0.4,17.87,strict,58.42
103780,Tiny Studio,1,1,62.53,3.98,6,within an hour,peak,1,2.4,18.53,strict,169.33
102465,Luxury Home,5,5,70.77,4.11,10,same day,shoulder,3,4.5,46.33,strict,240.38
103367,Standard Apartment,1,3,81.45,4.66,8,same day,peak,2,0.0,41.77,moderate,161.42
101186,Standard Apartment,2,2,71.9,4.12,11,>24 hours,off-peak,1,1.7,28.5,moderate,218.02
101678,Tiny Studio,1,3,72.38,3.51,4,within an hour,shoulder,1,4.1,8.33,strict,119.4
102537,Luxury Home,4,6,85.47,5.0,11,within an hour,off-peak,3,2.3,52.47,flexible,172.85
102039,Tiny Studio,1,3,65.76,3.42,3,same day,off-peak,1,0.8,16.97,flexible,67.37
100269,Standard Apartment,2,4,98.48,5.0,9,within an hour,off-peak,3,3.6,25.89,strict,114.96
100751,Standard Apartment,2,2,85.36,4.64,10,same day,shoulder,2,4.6,38.7,flexible,202.61
103787,Luxury Home,3,3,80.44,3.98,14,same day,shoulder,3,1.4,69.26,strict,401.81
101326,Luxury Home,4,6,84.76,4.73,16,within an hour,shoulder,2,1.1,71.16,moderate,250.63
101974,Standard Apartment,1,1,49.0,4.08,3,within an hour,peak,2,2.4,24.84,flexible,78.03
103384,Luxury Home,4,6,56.33,3.88,11,within an hour,off-peak,2,1.4,54.68,moderate,317.11
103126,Tiny Studio,1,3,64.6,3.41,4,within an hour,off-peak,1,5.4,14.26,moderate,65.76
100097,Luxury Home,5,7,83.54,3.32,14,within an hour,off-peak,3,4.5,42.69,flexible,226.07
103336,Standard Apartment,2,3,63.38,3.47,3,within an hour,shoulder,3,1.1,28.61,moderate,42.06
102341,Standard Apartment,2,2,78.01,4.63,6,same day,peak,3,1.8,38.65,strict,121.51
101601,Standard Apartment,1,1,89.82,3.91,10,within an hour,shoulder,1,6.6,27.13,strict,183.34
101550,Standard Apartment,2,4,91.71,4.55,9,same day,peak,2,0.5,42.5,moderate,222.86
102889,Standard Apartment,1,1,68.68,4.1,8,within an hour,off-peak,3,4.2,22.01,flexible,57.76
102546,Luxury Home,4,6,48.0,4.08,12,within an hour,off-peak,2,1.1,44.27,moderate,245.84
101867,Luxury Home,3,3,63.24,2.58,7,within an hour,peak,2,0.4,24.8,flexible,91.49
102686,Standard Apartment,1,3,87.91,3.66,8,within an hour,shoulder,3,0.4,33.12,strict,86.35
102486,Standard Apartment,2,4,70.06,4.0,13,within an hour,shoulder,1,1.0,40.2,moderate,85.61
102764,Standard Apartment,2,3,73.77,4.92,7,within an hour,shoulder,3,2.4,34.29,flexible,196.03
102052,Standard Apartment,2,4,64.14,3.5,5,within an hour,shoulder,3,7.2,44.97,moderate,99.92
103530,Standard Apartment,1,2,51.43,3.33,3,within an hour,peak,3,1.1,33.12,flexible,161.84
100076,Standard Apartment,2,2,54.7,4.75,5,same day,peak,2,0.7,40.21,flexible,261.78
101335,Luxury Home,5,5,84.21,4.79,14,same day,off-peak,3,2.0,44.61,flexible,238.53
103976,Standard Apartment,1,2,51.67,4.05,4,within an hour,peak,2,0.5,24.15,flexible,252.82
100487,Tiny Studio,1,1,75.23,3.74,8,within an hour,off-peak,1,1.0,20.61,moderate,63.88
101548,Tiny Studio,1,2,76.95,4.89,6,same day,shoulder,1,12.9,20.53,strict,106.35
101127,Standard Apartment,1,1,58.8,4.29,3,same day,off-peak,3,2.4,51.57,flexible,30.0
101020,Standard Apartment,2,3,71.99,4.31,8,>24 hours,off-peak,1,4.6,24.36,strict,132.19
101740,Tiny Studio,1,2,73.48,4.24,6,within an hour,shoulder,1,0.7,16.91,flexible,141.78
100752,Standard Apartment,2,4,70.51,4.28,5,within an hour,shoulder,1,2.2,31.05,flexible,106.82
102626,Luxury Home,3,3,99.87,4.05,15,same day,shoulder,5,2.1,70.07,moderate,205.27
100533,Luxury Home,3,5,58.63,4.04,8,same day,peak,4,5.0,54.42,moderate,397.08
100416,Standard Apartment,1,2,88.06,3.89,10,within an hour,peak,2,0.1,26.34,flexible,105.33
101515,Tiny Studio,1,3,63.17,3.81,5,same day,shoulder,1,5.9,14.21,moderate,181.41
101070,Standard Apartment,1,2,79.49,4.89,10,within an hour,off-peak,1,0.2,20.65,moderate,79.09
102396,Luxury Home,5,5,63.33,4.68,16,within an hour,peak,4,7.5,39.15,moderate,419.67
103307,Luxury Home,4,4,66.92,2.97,10,within an hour,shoulder,3,0.5,53.4,flexible,103.42
102258,Standard Apartment,2,2,77.78,3.6,7,within an hour,shoulder,3,2.3,32.1,flexible,98.53
101414,Tiny Studio,1,2,38.06,3.76,5,same day,off-peak,1,0.3,7.82,flexible,82.47
103956,Standard Apartment,2,4,74.34,3.31,12,same day,peak,1,1.8,54.49,flexible,404.23
103181,Standard Apartment,1,1,68.5,4.8,7,same day,peak,1,1.1,20.59,strict,265.33
101797,Luxury Home,5,6,74.68,4.25,16,within an hour,off-peak,2,1.6,38.73,flexible,206.08
102984,Tiny Studio,1,3,77.88,5.0,7,within an hour,peak,1,2.4,12.1,moderate,245.56
101647,Standard Apartment,1,2,73.46,3.74,3,within an hour,shoulder,1,1.8,25.63,strict,104.78
100456,Luxury Home,5,6,76.42,3.72,10,within an hour,shoulder,4,0.1,66.29,strict,389.72
101068,Standard Apartment,2,2,59.62,4.25,6,same day,peak,1,6.0,38.41,flexible,159.99
102797,Luxury Home,4,5,57.94,3.64,9,within an hour,shoulder,2,0.3,51.45,strict,163.92
100555,Luxury Home,5,6,80.88,3.74,16,same day,off-peak,4,11.8,72.82,strict,183.73
103323,Luxury Home,3,5,83.1,4.71,9,same day,peak,4,5.7,63.66,moderate,126.88
100854,Luxury Home,3,3,67.19,3.13,6,within an hour,peak,5,2.5,47.48,moderate,217.54
101491,Standard Apartment,2,3,67.32,4.73,9,same day,shoulder,3,0.8,34.38,moderate,76.15
102595,Standard Apartment,1,2,62.77,3.82,3,within an hour,shoulder,2,0.3,28.77,strict,167.04
102005,Standard Apartment,2,4,88.19,3.91,9,same day,shoulder,3,3.3,35.72,moderate,204.28
101677,Standard Apartment,2,3,70.31,4.77,9,same day,off-peak,1,0.7,25.29,flexible,84.97
100005,Luxury Home,5,6,91.67,5.0,15,within an hour,off-peak,4,4.0,63.69,strict,133.05
103300,Luxury Home,5,6,66.02,3.74,11,within an hour,peak,4,5.4,43.54,flexible,491.88
102740,Standard Apartment,2,3,64.05,5.0,3,same day,peak,2,13.5,22.18,moderate,123.37
100493,Standard Apartment,2,3,78.58,5.0,12,within an hour,peak,1,2.1,28.18,moderate,276.96
101621,Luxury Home,5,7,76.16,4.36,13,same day,off-peak,4,11.0,52.72,moderate,268.25
100066,Tiny Studio,1,2,62.21,4.47,5,within an hour,peak,1,0.5,20.24,moderate,259.38
100283,Standard Apartment,1,2,54.91,4.39,10,same day,shoulder,1,5.4,32.98,flexible,115.85
100812,Tiny Studio,1,2,82.74,3.7,5,>24 hours,off-peak,1,1.3,21.29,flexible,39.55
101698,Standard Apartment,2,3,80.68,4.36,7,same day,shoulder,3,1.4,24.49,flexible,150.27
102276,Luxury Home,4,4,68.66,3.38,11,within an hour,peak,3,0.9,83.29,strict,198.77
103279,Standard Apartment,1,1,86.91,4.0,6,within an hour,shoulder,3,0.6,32.45,moderate,103.64
100021,Luxury Home,4,4,81.2,4.41,14,within an hour,shoulder,3,1.8,54.66,flexible,444.33
101327,Standard Apartment,2,2,73.75,4.14,7,same day,off-peak,2,13.1,41.67,flexible,142.33
102784,Luxury Home,3,5,71.16,3.22,6,within an hour,shoulder,3,1.2,55.68,flexible,148.81
102919,Tiny Studio,1,1,73.88,4.34,8,within an hour,peak,1,1.9,20.78,flexible,119.27
100949,Luxury Home,5,7,58.64,3.62,11,>24 hours,peak,2,0.8,62.47,strict,317.31
102475,Tiny Studio,1,1,61.69,4.71,6,within an hour,off-peak,1,1.2,13.49,moderate,55.37
102203,Tiny Studio,1,3,44.77,3.94,6,same day,off-peak,1,0.2,13.18,flexible,89.03
101485,Standard Apartment,1,1,78.67,3.83,6,same day,peak,3,9.4,31.06,moderate,216.98
100307,Standard Apartment,2,3,40.85,4.19,6,same day,peak,1,2.1,21.64,flexible,132.59
101271,Standard Apartment,2,2,82.46,4.72,11,within an hour,shoulder,2,4.0,37.89,moderate,162.87
101380,Tiny Studio,1,1,71.3,3.79,7,within an hour,shoulder,1,2.2,15.12,moderate,57.26
102343,Standard Apartment,2,2,74.6,3.68,6,>24 hours,peak,1,4.4,18.18,strict,383.36
100159,Standard Apartment,2,3,61.09,3.24,3,within an hour,shoulder,1,2.3,25.45,moderate,190.98
103585,Standard Apartment,2,4,64.29,3.3,6,same day,off-peak,2,3.6,35.22,flexible,90.66
101589,Tiny Studio,1,3,80.59,3.51,9,same day,shoulder,1,3.5,16.35,moderate,63.29
102171,Standard Apartment,2,3,42.33,3.26,4,within an hour,shoulder,1,2.3,36.74,flexible,86.74
100656,Standard Apartment,2,2,88.48,3.35,10,same day,off-peak,3,0.8,34.39,moderate,75.79
102236,Standard Apartment,1,1,81.53,3.67,7,same day,peak,2,0.7,30.8,flexible,185.48
103312,Tiny Studio,1,1,49.49,3.97,7,same day,shoulder,1,6.2,8.12,flexible,95.52
101367,Standard Apartment,1,3,55.19,4.42,4,same day,shoulder,3,0.4,39.21,flexible,44.48
103258,Luxury Home,3,5,77.45,3.93,11,same day,shoulder,3,2.5,37.97,flexible,185.82
103166,Standard Apartment,2,3,60.4,4.02,6,within an hour,off-peak,2,2.1,29.3,moderate,80.3
100918,Tiny Studio,1,2,56.02,3.5,3,same day,peak,1,4.8,5.63,flexible,132.19
103686,Standard Apartment,1,3,83.17,4.08,5,within an hour,peak,3,0.4,14.38,flexible,400.89
101638,Tiny Studio,1,1,76.7,4.18,6,same day,off-peak,1,3.5,13.42,strict,78.98
100252,Luxury Home,4,4,63.38,3.39,7,within an hour,peak,4,2.8,74.16,strict,312.02
100738,Standard Apartment,2,2,63.94,4.02,7,within an hour,peak,2,3.6,45.95,moderate,120.52
101132,Standard Apartment,2,2,59.61,3.73,7,within an hour,shoulder,1,2.9,35.53,flexible,176.38
101346,Tiny Studio,1,2,72.53,4.91,9,within an hour,off-peak,1,2.5,19.77,strict,69.77
101553,Luxury Home,5,6,89.3,5.0,14,within an hour,shoulder,3,7.8,68.47,moderate,276.56
100653,Tiny Studio,1,3,73.55,3.86,7,same day,shoulder,1,1.3,19.8,moderate,144.98
102398,Standard Apartment,2,3,66.78,3.97,7,within an hour,shoulder,3,0.6,35.92,strict,180.9
101076,Luxury Home,4,4,84.89,4.93,16,same day,off-peak,2,4.8,49.06,flexible,159.42
103508,Standard Apartment,2,4,71.04,3.91,9,within an hour,off-peak,3,0.4,10.22,flexible,158.01
100406,Luxury Home,3,4,61.85,4.0,9,within an hour,peak,5,3.4,52.3,strict,559.0
103288,Standard Apartment,1,2,81.0,4.59,9,within an hour,off-peak,1,2.4,31.74,strict,92.02
102609,Luxury Home,5,6,91.18,5.0,16,within an hour,off-peak,3,0.0,50.45,strict,300.0
100883,Luxury Home,5,6,58.18,3.74,9,within an hour,shoulder,5,0.8,56.05,strict,315.15
102698,Tiny Studio,1,2,69.81,3.31,5,>24 hours,shoulder,1,2.1,4.64,flexible,117.68
103010,Luxury Home,5,5,77.45,4.04,13,within an hour,shoulder,5,1.2,60.21,strict,366.47
100633,Luxury Home,5,5,70.05,3.73,11,same day,shoulder,4,1.7,56.59,strict,230.64
102606,Standard Apartment,2,2,64.23,4.09,9,within an hour,off-peak,3,2.8,42.52,moderate,173.04
102739,Standard Apartment,2,3,78.17,5.0,13,same day,peak,3,3.9,27.94,moderate,153.39
103943,Standard Apartment,2,4,93.08,5.0,12,within an hour,peak,1,0.5,17.14,moderate,147.57
103021,Standard Apartment,2,2,61.8,4.5,10,>24 hours,peak,2,1.0,21.43,flexible,147.52
100522,Standard Apartment,1,1,67.91,3.26,5,within an hour,off-peak,2,3.0,16.43,moderate,209.52
101555,Standard Apartment,2,3,52.05,4.24,3,within an hour,shoulder,3,2.7,23.12,flexible,460.64
102124,Luxury Home,5,7,79.56,4.29,13,same day,shoulder,5,4.0,66.02,flexible,307.57
101894,Luxury Home,5,5,77.76,3.92,13,same day,off-peak,3,3.1,61.93,flexible,146.08
103638,Standard Apartment,2,2,76.26,4.57,7,within an hour,off-peak,2,1.2,36.86,flexible,63.39
103495,Standard Apartment,2,4,70.25,3.89,8,within an hour,off-peak,3,2.1,45.1,flexible,80.65
101134,Standard Apartment,2,3,61.1,2.85,7,same day,peak,2,6.5,29.49,moderate,145.56
101220,Standard Apartment,2,4,61.48,3.18,11,within an hour,shoulder,2,0.6,29.32,flexible,94.69
103601,Standard Apartment,1,2,84.73,4.22,7,within an hour,off-peak,3,1.4,33.45,moderate,47.73
101272,Luxury Home,5,5,88.09,4.22,13,same day,peak,5,5.5,57.84,strict,404.76
102078,Luxury Home,3,5,58.26,3.0,8,same day,peak,4,1.4,69.39,flexible,202.08
100743,Standard Apartment,2,4,79.85,4.85,11,within an hour,shoulder,3,1.6,20.98,flexible,164.26
103398,Standard Apartment,2,2,68.71,4.43,7,same day,off-peak,3,1.2,36.08,flexible,128.01
101610,Standard Apartment,2,2,89.69,3.7,9,within an hour,shoulder,1,6.9,39.17,flexible,120.88
100795,Luxury Home,5,6,51.59,4.91,9,within an hour,shoulder,5,3.3,57.61,flexible,1000.0
102272,Standard Apartment,1,1,59.42,2.98,5,within an hour,shoulder,3,0.7,19.73,strict,155.98
100699,Tiny Studio,1,1,69.18,3.73,7,>24 hours,peak,1,4.2,19.58,moderate,88.56
103970,Luxury Home,4,6,81.62,4.34,10,within an hour,off-peak,5,0.1,53.18,flexible,283.49
103118,Standard Apartment,2,3,90.51,4.31,15,within an hour,peak,2,1.5,31.55,flexible,235.21
103074,Tiny Studio,1,1,76.91,4.94,6,same day,shoulder,1,7.2,8.84,flexible,111.39
103107,Standard Apartment,1,3,77.88,3.84,4,within an hour,peak,1,3.5,23.68,flexible,269.04
103483,Standard Apartment,1,1,63.85,3.23,6,same day,shoulder,1,4.7,14.75,flexible,143.7
100792,Luxury Home,4,4,85.07,4.68,16,>24 hours,off-peak,3,8.0,72.75,strict,135.2
101932,Standard Apartment,1,1,56.94,2.26,5,>24 hours,off-peak,2,4.5,33.63,moderate,73.67
100705,Luxury Home,3,3,80.55,4.76,10,within an hour,peak,2,0.3,35.3,moderate,249.89
103469,Tiny Studio,1,2,65.86,4.56,6,same day,peak,1,0.8,19.68,flexible,179.81
102162,Standard Apartment,1,3,78.41,3.32,6,>24 hours,peak,1,2.1,52.92,flexible,115.39
102227,Standard Apartment,1,3,75.18,4.0,12,within an hour,peak,3,0.0,39.48,strict,92.12
100955,Standard Apartment,1,1,72.63,3.14,6,within an hour,shoulder,3,2.9,26.71,moderate,406.86
101889,Standard Apartment,1,3,69.71,3.85,7,within an hour,shoulder,2,3.2,20.44,moderate,113.66
100369,Standard Apartment,2,2,64.88,5.0,6,within an hour,off-peak,1,3.6,43.62,moderate,74.09
103618,Tiny Studio,1,3,88.96,4.24,10,>24 hours,off-peak,1,2.4,21.66,moderate,30.0
101614,Tiny Studio,1,2,77.14,3.91,5,same day,peak,1,1.8,13.13,strict,96.67
102835,Standard Apartment,2,3,63.91,2.41,5,within an hour,off-peak,1,5.8,34.82,strict,84.21
100697,Tiny Studio,1,3,74.05,3.4,6,same day,off-peak,1,4.4,18.45,moderate,98.05
101454,Standard Apartment,2,2,67.89,3.96,9,within an hour,shoulder,1,2.8,35.62,moderate,132.63
100262,Standard Apartment,2,2,49.98,3.41,7,same day,off-peak,2,0.1,36.23,flexible,114.05
100713,Standard Apartment,1,1,72.78,4.31,10,within an hour,off-peak,3,3.6,33.38,flexible,59.18
103679,Luxury Home,5,5,54.14,4.09,12,within an hour,shoulder,4,2.5,56.62,flexible,470.51
103796,Luxury Home,4,5,61.13,3.2,7,within an hour,off-peak,5,3.5,58.82,flexible,331.23
103939,Luxury Home,5,5,53.1,3.51,7,same day,shoulder,5,1.1,60.18,moderate,156.64
103735,Standard Apartment,1,1,52.4,3.21,3,within an hour,shoulder,1,4.5,38.68,flexible,248.89
101813,Standard Apartment,2,2,56.31,3.12,4,within an hour,peak,3,1.6,25.99,flexible,80.02
101803,Standard Apartment,2,2,58.42,3.35,3,>24 hours,off-peak,2,6.7,19.71,strict,73.78
102625,Tiny Studio,1,2,97.47,4.86,13,>24 hours,peak,1,0.3,19.58,flexible,96.7
101388,Standard Apartment,2,4,65.98,2.56,4,same day,shoulder,1,2.0,27.55,moderate,97.87
103888,Standard Apartment,1,3,70.44,3.13,4,same day,shoulder,3,0.7,19.51,flexible,81.03
102487,Luxury Home,3,3,67.46,5.0,9,>24 hours,shoulder,4,1.8,40.06,flexible,195.32
101120,Luxury Home,4,4,78.33,3.71,8,same day,shoulder,3,1.3,55.1,moderate,341.58
100634,Standard Apartment,2,4,73.81,4.71,9,same day,shoulder,2,4.9,24.01,flexible,100.03
101338,Standard Apartment,2,3,58.05,3.61,3,same day,peak,2,0.5,27.18,flexible,649.64
103376,Standard Apartment,1,2,78.09,4.15,10,same day,off-peak,1,2.7,24.26,flexible,190.33
102193,Luxury Home,4,5,96.37,4.87,16,within an hour,shoulder,3,1.6,36.77,moderate,451.26
103951,Standard Apartment,1,2,51.35,3.54,3,within an hour,off-peak,2,2.2,46.39,moderate,58.65
100167,Luxury Home,5,6,56.4,3.6,9,within an hour,peak,3,3.8,49.29,flexible,265.59
100707,Luxury Home,4,5,66.96,3.89,8,>24 hours,shoulder,4,1.3,47.6,strict,173.33
103004,Luxury Home,3,4,62.23,3.91,5,same day,off-peak,5,1.4,67.52,flexible,105.27
101501,Luxury Home,4,5,74.22,3.81,11,same day,peak,5,0.2,61.28,moderate,757.97
102713,Standard Apartment,1,2,45.78,3.54,5,same day,off-peak,3,2.4,39.52,moderate,156.55
102711,Luxury Home,5,5,92.9,4.16,14,within an hour,peak,2,1.6,91.12,strict,344.75
102961,Tiny Studio,1,2,86.52,3.75,7,same day,shoulder,1,5.0,9.68,moderate,111.87
100525,Standard Apartment,1,1,67.67,4.99,7,within an hour,shoulder,2,1.7,23.8,strict,123.05
103065,Luxury Home,5,7,88.07,3.85,14,within an hour,shoulder,2,10.6,70.8,flexible,169.18
101752,Luxury Home,5,5,85.43,4.83,9,same day,shoulder,5,0.6,65.99,moderate,393.87
102355,Standard Apartment,2,4,66.7,3.65,8,same day,peak,1,0.9,43.88,moderate,181.6
103211,Luxury Home,4,4,56.77,4.03,11,same day,shoulder,3,1.5,67.57,flexible,170.7
103582,Tiny Studio,1,3,72.18,4.02,5,within an hour,peak,1,0.6,16.11,flexible,79.63
102270,Tiny Studio,1,1,80.39,3.36,4,same day,shoulder,1,10.8,24.94,moderate,120.97
103981,Luxury Home,4,4,70.98,4.06,9,within an hour,peak,4,3.1,61.19,flexible,289.67
101472,Standard Apartment,2,4,58.69,3.83,3,same day,shoulder,2,0.0,35.01,flexible,86.43
102299,Luxury Home,3,4,60.17,3.28,10,within an hour,shoulder,4,2.6,84.48,flexible,360.49
100509,Standard Apartment,1,2,67.9,5.0,4,same day,off-peak,1,4.6,25.18,strict,111.66
100651,Standard Apartment,1,2,65.91,4.38,5,within an hour,shoulder,1,0.2,40.7,flexible,51.82
100532,Luxury Home,3,4,87.47,5.0,16,within an hour,peak,4,2.6,47.12,flexible,584.25
